movieId,title,user_id,ratings,gener_id,Recommended,Activity_State
506,Orlando (1992),40,2.5,2,N,1
507,"Perfect World, A (1993)",9,3,2,Y,8
508,Philadelphia (1993),3,4,6,Y,8
509,"Piano, The (1993)",19,3.5,10,Y,5
510,Poetic Justice (1993),16,3,6,Y,6
511,"Program, The (1993)",18,0.5,7,N,2
512,"Puppet Masters, The (1994)",47,4.5,2,Y,7
513,Radioland Murders (1994),13,1.5,9,N,8
514,"Ref, The (1994)",32,3,3,Y,8
515,"Remains of the Day, The (1993)",15,3.5,2,Y,4
516,Renaissance Man (1994),46,2.5,1,N,3
517,Rising Sun (1993),39,3.5,5,Y,1
518,"Road to Wellville, The (1994)",39,3.5,10,Y,7
519,RoboCop 3 (1993),9,4.5,9,Y,7
520,Robin Hood: Men in Tights (1993),36,5,8,Y,1
521,Romeo Is Bleeding (1993),11,3.5,10,Y,3
522,Romper Stomper (1992),9,3.5,4,Y,8
523,Ruby in Paradise (1993),48,1.5,4,N,1
524,Rudy (1993),27,3.5,2,Y,7
525,"Saint of Fort Washington, The (1993)",48,3.5,6,Y,8
526,"Savage Nights (Nuits fauves, Les) (1992)",18,3,1,Y,6
527,Schindler's List (1993),45,2.5,3,N,1
528,"Scout, The (1994)",5,2.5,6,N,7
529,Searching for Bobby Fischer (1993),34,1.5,7,N,4
530,Second Best (1994),34,3.5,5,Y,6
531,"Secret Garden, The (1993)",12,2.5,10,N,3
532,Serial Mom (1994),9,2,10,N,4
533,"Shadow, The (1994)",43,2,6,N,3
534,Shadowlands (1993),46,3,2,Y,7
535,Short Cuts (1993),38,3.5,9,Y,1
536,"Simple Twist of Fate, A (1994)",38,3,9,Y,3
537,Sirens (1994),27,4,6,Y,1
538,Six Degrees of Separation (1993),42,3,9,Y,1
539,Sleepless in Seattle (1993),38,3,5,Y,7
540,Sliver (1993),46,4,4,Y,2
541,Blade Runner (1982),22,3.5,8,Y,8
542,Son in Law (1993),46,2.5,5,N,7
543,So I Married an Axe Murderer (1993),23,3.5,10,Y,7
544,Striking Distance (1993),47,3.5,4,Y,2
545,Harem (1985),28,4,1,Y,8
546,Super Mario Bros. (1993),48,3,5,Y,2
547,Surviving the Game (1994),16,3.5,9,Y,8
548,Terminal Velocity (1994),50,2.5,2,N,2
549,Thirty-Two Short Films About Glenn Gould (1993),7,4,2,Y,4
550,Threesome (1994),42,3,7,Y,6
551,"Nightmare Before Christmas, The (1993)",26,3.5,8,Y,6
552,"Three Musketeers, The (1993)",33,3.5,9,Y,5
553,Tombstone (1993),50,2,7,N,1
554,Trial by Jury (1994),41,2.5,9,N,6
555,True Romance (1993),50,4,6,Y,7
556,"War Room, The (1993)",15,3.5,8,Y,1
558,"Pagemaster, The (1994)",12,3.5,9,Y,4
559,"Paris, France (1993)",3,4,9,Y,3
560,"Beans of Egypt, Maine, The (1994)",18,2.5,4,N,2
561,Killer (Bulletproof Heart) (1994),19,4,2,Y,6
562,Welcome to the Dollhouse (1995),5,3.5,6,Y,1
563,Germinal (1993),48,3,2,Y,7
564,Chasers (1994),37,4,6,Y,8
565,Cronos (1993),36,3.5,1,Y,3
566,Naked in New York (1994),44,3,6,Y,7
567,Kika (1993),48,4,4,Y,7
568,Bhaji on the Beach (1993),17,4,1,Y,4
569,Little Big League (1994),50,3.5,10,Y,2
570,"Slingshot, The (Kådisbellan) (1993)",13,1,4,N,1
571,"Wedding Gift, The (1994)",3,2.5,1,N,5
572,Foreign Student (1994),26,2.5,5,N,8
573,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",50,4,6,Y,4
574,Spanking the Monkey (1994),23,3,2,Y,8
575,"Little Rascals, The (1994)",50,3,8,Y,8
576,Fausto (1993),18,3,5,Y,6
577,Andre (1994),39,3,6,Y,6
579,"Escort, The (Scorta, La) (1993)",41,3.5,6,Y,7
580,Princess Caraboo (1994),25,3.5,8,Y,2
581,"Celluloid Closet, The (1995)",4,1.5,7,N,8
582,Métisse (Café au Lait) (1993),46,4.5,1,Y,7
583,Dear Diary (Caro Diario) (1994),34,3.5,5,Y,1
584,I Don't Want to Talk About It (De eso no se habla) (1993),1,2,10,N,2
585,"Brady Bunch Movie, The (1995)",14,4,2,Y,4
586,Home Alone (1990),41,3,2,Y,8
587,Ghost (1990),49,2,5,N,8
588,Aladdin (1992),25,3.5,7,Y,1
589,Terminator 2: Judgment Day (1991),10,2,8,N,1
590,Dances with Wolves (1990),2,4.5,6,Y,5
591,Tough and Deadly (1995),9,3,7,Y,3
592,Batman (1989),42,3,8,Y,1
593,"Silence of the Lambs, The (1991)",39,1,2,N,6
594,Snow White and the Seven Dwarfs (1937),15,3.5,4,Y,5
595,Beauty and the Beast (1991),50,2.5,1,N,8
596,Pinocchio (1940),3,2,7,N,6
597,Pretty Woman (1990),11,3.5,1,Y,7
598,Window to Paris (Okno v Parizh) (1994),44,3.5,10,Y,2
599,"Wild Bunch, The (1969)",48,4,8,Y,6
600,Love and a .45 (1994),46,3.5,10,Y,1
601,"Wooden Man's Bride, The (Yan shen) (1994)",42,4,9,Y,2
602,"Great Day in Harlem, A (1994)",16,2.5,3,N,1
603,"Bye Bye, Love (1995)",50,4,9,Y,2
604,Criminals (1996),40,3,6,Y,6
605,One Fine Day (1996),44,5,4,Y,2
606,Candyman: Farewell to the Flesh (1995),46,2,5,N,4
607,Century (1993),45,3.5,9,Y,8
608,Fargo (1996),14,3.5,1,Y,1
609,Homeward Bound II: Lost in San Francisco (1996),28,3,6,Y,4
610,Heavy Metal (1981),44,3,7,Y,1
611,Hellraiser: Bloodline (1996),43,3,3,Y,5
612,"Pallbearer, The (1996)",20,3,6,Y,7
613,Jane Eyre (1996),12,4,10,Y,6
614,Loaded (1994),34,2.5,5,N,4
615,Bread and Chocolate (Pane e cioccolata) (1973),32,4,6,Y,6
616,"Aristocats, The (1970)",40,3.5,9,Y,6
617,"Flower of My Secret, The (La flor de mi secreto) (1995)",9,1.5,6,N,4
618,Two Much (1995),19,4.5,7,Y,8
619,Ed (1996),21,2,9,N,2
620,Scream of Stone (Cerro Torre: Schrei aus Stein) (1991),12,2,8,N,3
621,My Favorite Season (1993),40,3,3,Y,8
623,"Modern Affair, A (1995)",15,3,5,Y,3
624,Condition Red (Beyond the Law) (1995),31,1.5,5,N,1
625,Asfour Stah (1990),44,2.5,4,N,2
626,"Thin Line Between Love and Hate, A (1996)",44,4.5,1,Y,1
627,"Last Supper, The (1995)",24,3.5,2,Y,3
628,Primal Fear (1996),10,3.5,3,Y,8
629,Rude (1995),47,2.5,8,N,6
630,Carried Away (1996),11,5,7,Y,8
631,All Dogs Go to Heaven 2 (1996),2,2.5,8,N,4
632,Land and Freedom (Tierra y libertad) (1995),4,2.5,1,N,4
633,Denise Calls Up (1995),23,2.5,7,N,6
634,Theodore Rex (1995),39,4.5,2,Y,5
635,"Family Thing, A (1996)",21,3,5,Y,3
636,Frisk (1995),40,3,2,Y,3
637,Sgt. Bilko (1996),17,2,2,N,3
638,Jack and Sarah (1995),4,3.5,3,Y,6
639,Girl 6 (1996),4,3.5,2,Y,7
640,Diabolique (1996),19,3.5,8,Y,8
641,"Little Indian, Big City (Un indien dans la ville) (1994)",17,3.5,3,Y,3
642,Roula (1995),8,3.5,10,Y,8
643,Peanuts - Die Bank zahlt alles (1996),2,3,4,Y,1
644,Happy Weekend (1996),17,3.5,4,Y,7
645,Nelly & Monsieur Arnaud (1995),44,4,7,Y,8
647,Courage Under Fire (1996),19,4,10,Y,8
648,Mission: Impossible (1996),39,3,9,Y,8
649,Cold Fever (Á köldum klaka) (1995),48,4,9,Y,3
650,Moll Flanders (1996),29,4,4,Y,6
651,"Superweib, Das (1996)",3,4,7,Y,2
652,"301, 302 (301/302) (1995)",47,5,4,Y,5
653,Dragonheart (1996),2,2,8,N,1
654,And Nobody Weeps for Me (Und keiner weint mir nach) (1996),25,5,5,Y,7
655,My Mother's Courage (Mutters Courage) (1995),43,3,6,Y,8
656,Eddie (1996),39,5,3,Y,7
657,Yankee Zulu (1994),13,5,6,Y,6
658,Billy's Holiday (1995),37,2,9,N,3
659,Purple Noon (Plein soleil) (1960),42,4,3,Y,7
660,August (1996),3,4,6,Y,7
661,James and the Giant Peach (1996),22,5,6,Y,7
662,Fear (1996),33,5,6,Y,1
663,Kids in the Hall: Brain Candy (1996),24,5,10,Y,6
664,Faithful (1996),36,1,10,N,1
665,Underground (1995),28,1,9,N,8
666,All Things Fair (Lust och fägring stor) (1995),36,1,7,N,6
667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),41,4,2,Y,3
668,Song of the Little Road (Pather Panchali) (1955),27,5,4,Y,2
670,"World of Apu, The (Apur Sansar) (1959)",33,4,1,Y,7
671,Mystery Science Theater 3000: The Movie (1996),41,5,4,Y,8
672,Tarantella (1995),22,1,9,N,7
673,Space Jam (1996),45,5,4,Y,2
674,Barbarella (1968),13,4,1,Y,5
675,Hostile Intentions (1994),31,5,10,Y,5
676,They Bite (1996),38,5,7,Y,2
678,Some Folks Call It a Sling Blade (1993),6,5,9,Y,5
679,"Run of the Country, The (1995)",32,5,10,Y,2
680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",29,3,5,Y,3
681,Coup de torchon (Clean Slate) (1981),3,5,1,Y,5
682,Tigrero: A Film That Was Never Made (1994),14,4,4,Y,3
683,"Eye of Vichy, The (Oeil de Vichy, L') (1993)",40,5,4,Y,1
684,Windows (1980),14,2,3,N,3
685,It's My Party (1996),35,5,9,Y,4
687,Country Life (1994),47,4,8,Y,1
688,Operation Dumbo Drop (1995),16,4,4,Y,2
690,"Promise, The (Versprechen, Das) (1995)",4,5,5,Y,7
691,Mrs. Winterbourne (1996),39,3,8,Y,7
692,Solo (1996),30,4,10,Y,1
693,Under the Domim Tree (Etz Hadomim Tafus) (1994),38,4,10,Y,3
694,"Substitute, The (1996)",7,3,6,Y,8
695,True Crime (1996),3,4,5,Y,8
696,Butterfly Kiss (1995),39,5,5,Y,7
697,Feeling Minnesota (1996),8,4,1,Y,5
698,Delta of Venus (1995),49,5,7,Y,8
699,To Cross the Rubicon (1991),16,3,2,Y,5
700,Angus (1995),50,3,6,Y,6
701,Daens (1992),13,4,10,Y,7
702,Faces (1968),43,4,4,Y,4
703,Boys (1996),24,5,7,Y,2
704,"Quest, The (1996)",1,3,8,Y,3
705,Cosi (1996),10,5,5,Y,2
706,Sunset Park (1996),5,4,7,Y,7
707,Mulholland Falls (1996),44,4,4,Y,4
708,"Truth About Cats & Dogs, The (1996)",8,4,9,Y,8
709,Oliver & Company (1988),44,5,6,Y,1
710,Celtic Pride (1996),10,3,7,Y,2
711,Flipper (1996),29,3,10,Y,6
712,Captives (1994),24,5,7,Y,2
713,Of Love and Shadows (1994),41,3,4,Y,2
714,Dead Man (1995),3,4,7,Y,2
715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",31,4,4,Y,1
716,Switchblade Sisters (1975),15,3,5,Y,6
717,Mouth to Mouth (Boca a boca) (1995),19,5,2,Y,8
718,"Visitors, The (Visiteurs, Les) (1993)",36,4,8,Y,3
719,Multiplicity (1996),14,5,10,Y,5
720,Wallace & Gromit: The Best of Aardman Animation (1996),20,5,8,Y,3
721,Halfmoon (Paul Bowles - Halbmond) (1995),47,5,5,Y,4
722,"Haunted World of Edward D. Wood Jr., The (1996)",4,5,7,Y,1
723,Two Friends (1986),23,5,2,Y,5
724,"Craft, The (1996)",8,4,8,Y,6
725,"Great White Hype, The (1996)",48,3,1,Y,2
726,Last Dance (1996),3,3,1,Y,3
727,War Stories (1995),38,5,2,Y,2
728,Cold Comfort Farm (1995),5,4,1,Y,3
729,"Institute Benjamenta, or This Dream People Call Human Life (1995)",11,5,2,Y,3
730,Low Life (1994),23,4,4,Y,3
731,Heaven's Prisoners (1996),16,4,1,Y,5
732,Original Gangstas (1996),1,3,9,Y,1
733,"Rock, The (1996)",7,4,8,Y,4
734,Getting Away With Murder (1996),12,3,1,Y,6
735,Cemetery Man (Dellamorte Dellamore) (1994),37,5,3,Y,8
736,Twister (1996),8,5,8,Y,8
737,Barb Wire (1996),7,4,7,Y,8
738,"Garçu, Le (1995)",36,4,8,Y,8
739,Honey Moon (Honigmond) (1996),6,4,6,Y,2
741,Ghost in the Shell (Kôkaku kidôtai) (1995),17,4,6,Y,6
742,Thinner (1996),13,5,1,Y,4
743,Spy Hard (1996),44,5,5,Y,1
744,Brothers in Trouble (1995),45,4,6,Y,1
745,Wallace & Gromit: A Close Shave (1995),26,5,1,Y,2
746,Force of Evil (1948),39,5,2,Y,5
747,"Stupids, The (1996)",10,3,8,Y,5
748,"Arrival, The (1996)",28,4,8,Y,6
749,"Man from Down Under, The (1943)",14,5,5,Y,2
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),39,5,6,Y,4
751,Careful (1992),11,5,8,Y,5
752,Vermont Is For Lovers (1992),48,5,8,Y,6
753,"Month by the Lake, A (1995)",30,4,2,Y,3
754,Gold Diggers: The Secret of Bear Mountain (1995),33,5,8,Y,6
755,Kim (1950),27,4,2,Y,7
756,Carmen Miranda: Bananas Is My Business (1994),28,5,7,Y,7
757,Ashes of Time (Dung che sai duk) (1994),10,5,2,Y,3
758,"Jar, The (Khomreh) (1992)",9,4,10,Y,7
759,Maya Lin: A Strong Clear Vision (1994),20,5,10,Y,6
760,Stalingrad (1993),33,4,9,Y,1
761,"Phantom, The (1996)",1,5,1,Y,5
762,Striptease (1996),12,4,4,Y,4
763,"Last of the High Kings, The (a.k.a. Summer Fling) (1996)",46,4,6,Y,7
764,Heavy (1995),7,4,9,Y,5
765,Jack (1996),44,5,8,Y,2
766,I Shot Andy Warhol (1996),50,4,8,Y,4
767,"Grass Harp, The (1995)",18,2,3,N,7
768,Someone Else's America (1995),20,5,6,Y,8
769,Marlene Dietrich: Shadow and Light (1996),17,5,7,Y,2
770,Costa Brava (1946),28,3,4,Y,6
771,"Life Is Rosy (a.k.a. Life Is Beautiful) (Vie est belle, La) (1987)",9,4,10,Y,2
772,Quartier Mozart (1992),33,4,10,Y,8
773,Touki Bouki (1973),9,5,6,Y,2
774,Wend Kuuni (a.k.a. God's Gift) (1982),20,4,1,Y,5
775,Spirits of the Dead (1968),9,4,10,Y,8
776,Babyfever (1994),15,4,8,Y,4
777,Pharaoh's Army (1995),11,4,6,Y,2
778,Trainspotting (1996),50,4,10,Y,4
779,'Til There Was You (1997),27,4,9,Y,2
780,Independence Day (a.k.a. ID4) (1996),37,5,1,Y,8
781,Stealing Beauty (1996),13,4,8,Y,7
782,"Fan, The (1996)",39,4,7,Y,8
783,"Hunchback of Notre Dame, The (1996)",23,2,2,N,7
784,"Cable Guy, The (1996)",12,5,1,Y,6
785,Kingpin (1996),5,4,5,Y,3
786,Eraser (1996),31,5,9,Y,6
787,"Gate of Heavenly Peace, The (1995)",12,5,4,Y,4
788,"Nutty Professor, The (1996)",5,5,7,Y,2
789,"I, the Worst of All (Yo, la peor de todas) (1990)",4,5,7,Y,4
790,"Unforgettable Summer, An (Un été inoubliable) (1994)",38,4,2,Y,5
791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1994)",5,4,2,Y,6
792,"Hungarian Fairy Tale, A (Hol volt, hol nem volt) (1987)",11,5,1,Y,7
793,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),1,5,10,Y,4
794,Midnight Dancers (Sibak) (1994),44,2,2,N,4
795,Somebody to Love (1994),49,3,4,Y,8
796,"Very Natural Thing, A (1974)",36,4,5,Y,4
797,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",21,5,9,Y,6
798,Daylight (1996),12,4,4,Y,4
799,"Frighteners, The (1996)",33,1,10,N,4
800,Lone Star (1996),38,4,6,Y,4
801,Harriet the Spy (1996),34,5,2,Y,7
802,Phenomenon (1996),6,4,6,Y,4
803,Walking and Talking (1996),24,1,8,N,6
804,She's the One (1996),22,3,6,Y,3
805,"Time to Kill, A (1996)",17,1,1,N,7
806,American Buffalo (1996),20,4,7,Y,3
807,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",47,5,1,Y,2
808,Alaska (1996),28,4,2,Y,6
809,Fled (1996),22,4,1,Y,6
810,Kazaam (1996),25,5,9,Y,6
812,Magic Hunter (Büvös vadász) (1994),36,3,6,Y,8
813,Larger Than Life (1996),43,4,9,Y,1
814,"Boy Called Hate, A (1995)",44,5,2,Y,1
815,Power 98 (1996),28,1,4,N,8
816,Two Deaths (1995),44,2,9,N,3
818,"Very Brady Sequel, A (1996)",7,3,9,Y,3
819,Stefano Quantestorie (1993),34,4,4,Y,6
820,"Death in the Garden (Mort en ce jardin, La) (1956)",38,5,9,Y,4
821,"Crude Oasis, The (1995)",31,4,6,Y,6
822,Hedd Wyn (1992),19,4,9,Y,6
823,"Collector, The (La collectionneuse) (1967)",36,3,9,Y,5
824,Kaspar Hauser (1993),3,3,1,Y,8
825,Regular Guys (Echte Kerle) (1996),7,4,10,Y,7
826,Women Robbers (Diebinnen) (1995),26,5,2,Y,8
827,"Convent, The (O Convento) (1995)",18,2,4,N,1
828,"Adventures of Pinocchio, The (1996)",12,4,7,Y,4
829,Joe's Apartment (1996),48,3,5,Y,7
830,"First Wives Club, The (1996)",34,4,6,Y,5
831,Stonewall (1995),23,5,4,Y,4
832,Ransom (1996),19,3,10,Y,4
833,High School High (1996),29,4,5,Y,2
834,Phat Beach (1996),30,4,10,Y,6
835,Foxfire (1996),9,1,4,N,7
836,Chain Reaction (1996),27,5,8,Y,1
837,Matilda (1996),41,2,7,N,7
838,Emma (1996),39,4,5,Y,1
839,"Crow: City of Angels, The (1996)",1,2,10,N,6
840,House Arrest (1996),15,4,4,Y,3
841,"Eyes Without a Face (Yeux sans visage, Les) (1959)",40,5,10,Y,6
842,Tales from the Crypt Presents: Bordello of Blood (1996),47,3,1,Y,5
843,Lotto Land (1995),24,4,1,Y,2
844,"Story of Xinghua, The (Xinghua san yue tian) (1994)",2,5,1,Y,5
845,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",2,5,7,Y,1
846,Flirt (1995),10,4,3,Y,1
847,"Big Squeeze, The (1996)",42,4,9,Y,6
848,"Spitfire Grill, The (1996)",24,4,2,Y,2
849,Escape from L.A. (1996),32,4,5,Y,3
850,Cyclo (Xich lo) (1995),26,5,10,Y,4
851,Basquiat (1996),49,2,3,N,4
852,Tin Cup (1996),31,3,4,Y,8
853,Dingo (1991),18,4,3,Y,5
854,"Ballad of Narayama, The (Narayama Bushiko) (1958)",18,3,3,Y,7
855,Every Other Weekend (Un week-end sur deux) (1990),5,3,7,Y,1
856,Mille bolle blu (1993),33,3,7,Y,3
857,Crows and Sparrows (Wuya yu maque) (1949),36,5,10,Y,7
858,"Godfather, The (1972)",33,5,1,Y,5
859,"Hippie Revolution, The (1996)",31,3,1,Y,4
860,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",14,1,6,N,8
861,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),39,1,9,N,4
862,Manny & Lo (1996),48,3,3,Y,5
864,"Wife, The (1995)",1,4,1,Y,3
865,Small Faces (1996),6,2,9,N,4
866,Bound (1996),49,5,7,Y,6
867,Carpool (1996),34,4,7,Y,8
868,Death in Brunswick (1991),23,4,5,Y,2
869,Kansas City (1996),23,4,2,Y,3
870,Gone Fishin' (1997),16,4,8,Y,1
871,Lover's Knot (1996),47,4,3,Y,4
872,Vive L'Amour (Ai qing wan sui) (1994),21,2,10,N,2
873,Shadow of Angels (Schatten der Engel) (1976),27,5,2,Y,1
874,Killer: A Journal of Murder (1995),1,2,7,N,2
875,Nothing to Lose (1994),38,1,5,N,2
876,Supercop 2 (Project S) (Chao ji ji hua) (1993),1,2,10,N,2
877,Girls Town (1996),7,2,2,N,7
878,Bye-Bye (1995),42,1,7,N,4
879,"Relic, The (1997)",40,5,7,Y,2
880,"Island of Dr. Moreau, The (1996)",23,5,1,Y,5
881,First Kid (1996),32,4,5,Y,5
882,"Trigger Effect, The (1996)",46,5,7,Y,1
884,Sweet Nothing (1996),27,3,4,Y,6
885,Bogus (1996),39,5,5,Y,5
886,Bulletproof (1996),28,5,6,Y,6
887,Talk of Angels (1998),11,4,2,Y,2
888,Land Before Time III: The Time of the Great Giving (1995),14,3,3,Y,1
889,1-900 (06) (1994),35,4,6,Y,3
890,Baton Rouge (Bâton rouge) (1988),22,3,10,Y,4
891,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),41,1,4,N,2
892,Twelfth Night (1996),48,3,8,Y,4
893,Mother Night (1996),31,1,6,N,3
894,Liebelei (1933),44,3,8,Y,6
895,Venice/Venice (1992),31,5,6,Y,3
896,Wild Reeds (Les roseaux sauvages) (1994),19,4,2,Y,6
897,For Whom the Bell Tolls (1943),34,4,6,Y,4
898,"Philadelphia Story, The (1940)",4,2,6,N,5
899,Singin' in the Rain (1952),9,2,7,N,6
900,"American in Paris, An (1951)",44,5,4,Y,7
901,Funny Face (1957),1,5,3,Y,4
902,Breakfast at Tiffany's (1961),26,4,7,Y,4
903,Vertigo (1958),28,4,5,Y,4
904,Rear Window (1954),7,3,3,Y,4
905,It Happened One Night (1934),48,3,8,Y,7
906,Gaslight (1944),3,2,3,N,4
907,"Gay Divorcee, The (1934)",34,3.5,9,Y,6
908,North by Northwest (1959),19,4.5,3,Y,4
909,"Apartment, The (1960)",11,3,3,Y,8
910,Some Like It Hot (1959),36,2.5,5,N,3
911,Charade (1963),10,1.5,7,N,2
912,Casablanca (1942),5,3,10,Y,5
913,"Maltese Falcon, The (1941)",2,4,6,Y,4
914,My Fair Lady (1964),45,2,9,N,3
915,Sabrina (1954),43,3.5,6,Y,2
916,Roman Holiday (1953),47,1.5,1,N,8
917,"Little Princess, The (1939)",2,2,5,N,2
918,Meet Me in St. Louis (1944),48,2.5,6,N,3
919,"Wizard of Oz, The (1939)",2,4.5,3,Y,3
920,Gone with the Wind (1939),18,3,10,Y,4
921,My Favorite Year (1982),25,5,9,Y,8
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),28,4,6,Y,4
923,Citizen Kane (1941),8,3.5,5,Y,6
924,2001: A Space Odyssey (1968),27,0.5,3,N,2
925,Golden Earrings (1947),49,1.5,1,N,6
926,All About Eve (1950),46,5,10,Y,6
927,"Women, The (1939)",9,4.5,7,Y,2
928,Rebecca (1940),7,1.5,7,N,2
929,Foreign Correspondent (1940),37,3.5,5,Y,3
930,Notorious (1946),26,4,10,Y,6
931,Spellbound (1945),45,3,2,Y,3
932,"Affair to Remember, An (1957)",33,2.5,1,N,2
933,To Catch a Thief (1955),28,4.5,2,Y,5
934,Father of the Bride (1950),38,4,10,Y,7
935,"Band Wagon, The (1953)",47,3.5,8,Y,1
936,Ninotchka (1939),37,5,5,Y,2
937,Love in the Afternoon (1957),28,5,5,Y,8
938,Gigi (1958),26,2,2,N,1
939,"Reluctant Debutante, The (1958)",41,4,6,Y,3
940,"Adventures of Robin Hood, The (1938)",44,5,10,Y,3
941,"Mark of Zorro, The (1940)",1,4.5,2,Y,7
942,Laura (1944),16,0.5,1,N,3
943,"Ghost and Mrs. Muir, The (1947)",3,5,7,Y,1
944,Lost Horizon (1937),6,4.5,8,Y,8
945,Top Hat (1935),16,5,7,Y,1
946,To Be or Not to Be (1942),33,5,6,Y,3
947,My Man Godfrey (1936),28,1.5,5,N,4
948,Giant (1956),14,4.5,8,Y,8
949,East of Eden (1955),22,3,6,Y,7
950,"Thin Man, The (1934)",28,1,4,N,5
951,His Girl Friday (1940),41,4.5,8,Y,1
952,Around the World in 80 Days (1956),38,4,3,Y,3
953,It's a Wonderful Life (1946),20,5,3,Y,6
954,Mr. Smith Goes to Washington (1939),29,5,2,Y,2
955,Bringing Up Baby (1938),40,4.5,7,Y,1
956,Penny Serenade (1941),26,3.5,8,Y,4
957,"Scarlet Letter, The (1926)",41,5,3,Y,1
958,Lady of Burlesque (1943),22,3.5,1,Y,5
959,Of Human Bondage (1934),8,4,5,Y,5
960,Angel on My Shoulder (1946),10,4,10,Y,3
961,Little Lord Fauntleroy (1936),4,4.5,6,Y,5
962,They Made Me a Criminal (1939),44,4,6,Y,2
963,"Inspector General, The (1949)",8,3.5,3,Y,2
964,Angel and the Badman (1947),35,4,4,Y,1
965,"39 Steps, The (1935)",14,4,2,Y,8
966,A Walk in the Sun (1945),14,5,5,Y,5
967,"Outlaw, The (1943)",9,5,5,Y,5
968,Night of the Living Dead (1968),20,5,10,Y,4
969,"African Queen, The (1951)",19,3,9,Y,8
970,Beat the Devil (1953),48,3,9,Y,2
971,Cat on a Hot Tin Roof (1958),9,5,7,Y,7
972,"Last Time I Saw Paris, The (1954)",40,4.5,3,Y,2
973,Meet John Doe (1941),48,3.5,2,Y,4
974,Algiers (1938),26,1,5,N,2
975,Something to Sing About (1937),18,5,10,Y,2
976,"Farewell to Arms, A (1932)",11,5,6,Y,3
977,Moonlight Murder (1936),43,1,1,N,7
979,Nothing Personal (1995),24,5,1,Y,2
980,"Yes, Madam (a.k.a. Police Assassins) (a.k.a. In the Line of Duty 2) (Huang gu shi jie) (1985)",7,5,3,Y,7
981,Dangerous Ground (1997),33,3.5,6,Y,4
982,Picnic (1955),22,4.5,8,Y,5
983,Madagascar Skin (1995),10,5,5,Y,3
984,"Pompatus of Love, The (1996)",43,4,7,Y,6
985,Small Wonders (1995),25,0.5,4,N,4
986,Fly Away Home (1996),11,4,1,Y,1
987,Bliss (1997),26,4.5,7,Y,2
988,Grace of My Heart (1996),9,4,7,Y,1
989,Brother of Sleep (Schlafes Bruder) (1995),19,4,3,Y,7
990,Maximum Risk (1996),41,4,1,Y,3
991,Michael Collins (1996),28,2.5,2,N,7
992,"Rich Man's Wife, The (1996)",16,1,2,N,8
993,Infinity (1996),38,3,7,Y,5
994,Big Night (1996),45,3.5,5,Y,7
996,Last Man Standing (1996),47,4.5,9,Y,1
997,Caught (1996),3,5,2,Y,1
998,Set It Off (1996),27,2.5,7,N,8
999,2 Days in the Valley (1996),1,4.5,4,Y,7
1000,Curdled (1996),21,4,9,Y,3
,,51,,,,
,,52,,,,
1000,Curdled (1996),1,4,9,N,3
1000,Curdled (1996),21,5,9,Y,3
977,Moonlight Murder (1936),50,2,1,N,7
977,Moonlight Murder (1936),1,2,1,N,7
